CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalNetProfit,NetProfitPerOrder,InStoreRevShare,UERevShare,DDRevShare,SDRevShare,COGS_Rev_Ratio,OPEX_Rev_Ratio,TotalCostRate,Commission_UE,Commission_DD,DeliveryCost_SD,GrowthAdjOrders,GrowthAdjRevenue,InStorePPO,UE_PPO,DD_PPO,SD_PPO,CuisineType_enc,Segment_enc,Subregion_enc
Chicken Dishes,25546,Top Chicken Dishes Bistro,Ghost Kitchen,CBD,0.99,39.82,1553,101,4021.82,871,363,218,34683.22,14454.66,8680.76,0.282705360825639,0.204562456498388,0.31,16,4.72,1028.96,2062.12,7031.4,2930.42,3421.95,0.07,0.6,0.25,0.15,15445.89,9.945840309079202,0.06503541532517708,0.5608499678042499,0.23374114616870573,0.14037347070186737,0.282705360825639,0.204562456498388,0.487267817324027,0.186,0.0775,0.708,1537.47,61222.0554,20.216862745098037,8.063532110091742,8.050604395604395,15.625342465753423,1,2,0
Chicken Dishes,25102,Lucky Chicken Dishes House,Cafe,West Auckland,1.04,46.17,988,301,13897.17,412,172,103,19022.04,7941.24,4755.51,0.276689210943878,0.434818431828171,0.28,4,1.18,121.54,4009.23,161.54,67.44,1250.39,0.44,0.6,0.25,0.15,5488.6,5.555263157894737,0.30465587044534415,0.417004048582996,0.17408906882591094,0.104251012145749,0.276689210943878,0.434818431828171,0.711507642772049,0.168,0.07,0.177,1027.52,47440.5984,13.275596026490065,0.391138014527845,0.3898265895953757,12.02298076923077,1,0,3
Chicken Dishes,25831,Classic Chicken Dishes Cafe,QSR,West Auckland,1.04,33.86,1119,216,7313.76,542,226,135,18352.12,7652.36,4571.1,0.230185089539737,0.372177442302927,0.33,9,2.66,359.1,2908.23,1241.29,517.59,1458.54,0.24,0.6,0.25,0.15,6125.650000000001,5.474218051831993,0.193029490616622,0.484361036639857,0.20196604110813227,0.12064343163538876,0.230185089539737,0.372177442302927,0.602362531842664,0.198,0.0825,0.399,1163.76,39404.9136,13.401981566820277,2.2859852670349907,2.2801321585903085,10.724558823529412,1,3,3
Chicken Dishes,26317,King Chicken Dishes Bistro,Full-service,North Shore,1.03,42.14,1368,376,15844.64,595,248,149,25073.3,10450.72,6278.86,0.382143007102422,0.537774474616163,0.31,7,2.07,308.43,1268.88,-5764.79,-2402.8,194.4,0.38,0.6,0.25,0.15,-6704.31,-4.900811403508772,0.27485380116959063,0.43494152046783624,0.1812865497076023,0.10891812865497075,0.382143007102422,0.537774474616163,0.919917481718585,0.186,0.0775,0.31049999999999994,1409.04,59376.94560000001,3.3657294429708227,-9.67246644295302,-9.64979919678715,1.296,1,1,1
Chicken Dishes,26561,Urban Chicken Dishes Cafe,Full-service,North Shore,1.03,37.96,2020,556,21105.76,878,366,220,33328.88,13893.36,8351.2,0.368885997275356,0.511095896852203,0.27,11,3.25,715.0,2533.07,-4998.73,-2083.75,287.3,0.38,0.6,0.25,0.15,-4262.11,-2.1099554455445544,0.2752475247524752,0.43465346534653465,0.1811881188118812,0.10891089108910892,0.368885997275356,0.511095896852203,0.879981894127559,0.162,0.0675,0.4875,2080.6,78979.576,4.54770197486535,-5.68683731513083,-5.677792915531335,1.3,1,1,1
Chicken Dishes,25227,Top Chicken Dishes House,Cafe,West Auckland,1.04,43.03,1650,409,17599.27,745,310,186,32057.35,13339.3,8003.58,0.27914120843634,0.358007818041369,0.29,11,3.25,604.5,6385.91,2335.41,971.78,2299.61,0.33,0.6,0.25,0.15,11992.710000000001,7.268309090909091,0.2478787878787879,0.4515151515151515,0.18787878787878787,0.11272727272727273,0.27914120843634,0.358007818041369,0.637149026477709,0.174,0.0725,0.4875,1716.0,73839.48,15.575390243902438,3.130576407506702,3.124694533762058,12.297379679144386,1,0,3
Chicken Dishes,26684,Urban Chicken Dishes Cafe,Cafe,West Auckland,1.04,38.07,1869,453,17245.71,850,354,212,32359.5,13476.78,8070.84,0.24827335441485,0.353594812029041,0.28,18,5.31,1125.72,6866.07,3822.69,1592.04,2087.54,0.32,0.6,0.25,0.15,14368.34,7.687715355805244,0.2423756019261637,0.45478865703584803,0.18940609951845908,0.11342964151952915,0.24827335441485,0.353594812029041,0.601868166443891,0.168,0.07,0.7964999999999999,1943.76,73998.94320000001,15.123502202643172,4.491997649823737,4.484619718309859,9.800657276995304,1,0,3
Chicken Dishes,25229,Urban Chicken Dishes Bistro,Full-service,South Auckland,1.05,35.28,1240,321,11324.88,551,230,138,19439.28,8114.4,4868.64,0.378113026753999,0.511406652932055,0.28,18,5.31,732.78,1251.18,-3295.34,-1375.55,-194.89,0.35,0.6,0.25,0.15,-3614.6,-2.915,0.25887096774193546,0.4443548387096774,0.18548387096774194,0.11129032258064518,0.378113026753999,0.511406652932055,0.889519679686054,0.168,0.07,0.7964999999999999,1302.0,45934.56,3.885652173913044,-5.969818840579711,-5.954761904761905,-1.4020863309352516,1,1,2
Chicken Dishes,26282,Lucky Chicken Dishes Eatery,Full-service,North Shore,1.03,43.95,595,160,7032.0,261,109,65,11470.95,4790.55,2856.75,0.357106717023998,0.460605021612719,0.3,9,2.66,172.9,1281.85,-1350.27,-563.9,347.85,0.37,0.6,0.25,0.15,-284.47,-0.4781008403361345,0.2689075630252101,0.438655462184874,0.18319327731092439,0.1092436974789916,0.357106717023998,0.460605021612719,0.817711738636717,0.18,0.075,0.399,612.85,26934.7575,7.9618012422360245,-5.153702290076335,-5.126363636363636,5.2704545454545455,1,1,1
Chicken Dishes,26687,Classic Chicken Dishes Grill,Cafe,CBD,0.99,42.69,857,249,10629.81,365,152,91,15581.85,6488.88,3884.79,0.203195755705237,0.435937949130312,0.27,14,4.13,375.83,3835.94,1415.86,589.62,1026.06,0.41,0.6,0.25,0.15,6867.48,8.013395565927654,0.29054842473745623,0.425904317386231,0.17736289381563594,0.10618436406067677,0.203195755705237,0.435937949130312,0.639133704835549,0.162,0.0675,0.6194999999999999,848.43,36219.4767,15.34376,3.868469945355191,3.8537254901960782,11.152826086956521,1,0,0
Chicken Dishes,26163,Urban Chicken Dishes Eatery,Cafe,South Auckland,1.05,32.18,1634,458,14738.44,706,294,176,22719.08,9460.92,5663.68,0.23119045805186,0.391849460615776,0.29,9,2.66,468.16,5555.8,1975.65,822.72,1666.82,0.39,0.6,0.25,0.15,10020.99,6.132796817625459,0.2802937576499388,0.4320685434516524,0.1799265605875153,0.10771113831089352,0.23119045805186,0.391849460615776,0.6230399186676361,0.174,0.0725,0.399,1715.7,55211.226,12.104139433551198,2.7944130127298443,2.7888813559322037,9.417062146892656,1,0,2
Chicken Dishes,25233,Top Chicken Dishes Eatery,Cafe,South Auckland,1.05,32.49,1018,285,9259.65,440,183,110,14295.6,5945.67,3573.9,0.243077787533402,0.413106628856622,0.27,11,3.25,357.5,3183.61,1055.24,438.88,871.26,0.39,0.6,0.25,0.15,5548.990000000001,5.450874263261297,0.2799607072691552,0.43222003929273084,0.17976424361493124,0.10805500982318271,0.243077787533402,0.413106628856622,0.656184416390024,0.162,0.0675,0.4875,1068.9,34728.561,11.131503496503496,2.3928344671201813,2.385217391304348,7.849189189189189,1,0,2
Chicken Dishes,25599,King Chicken Dishes Kitchen,Ghost Kitchen,South Auckland,1.05,42.03,768,36,1513.08,439,183,110,18451.17,7691.49,4623.3,0.294218092900701,0.279581973724999,0.32,15,4.43,487.3,644.87,1959.51,816.84,1483.15,0.05,0.6,0.25,0.15,4904.370000000001,6.385898437500001,0.046875,0.5716145833333334,0.23828125,0.14322916666666669,0.294218092900701,0.279581973724999,0.5738000666256999,0.192,0.08,0.6645,806.4000000000001,33892.992,17.428918918918917,4.453431818181818,4.439347826086957,13.361711711711713,1,2,2
Chicken Dishes,25963,Urban Chicken Dishes Cafe,Full-service,South Auckland,1.05,40.27,1319,327,13168.29,595,248,149,23960.65,9986.96,6000.23,0.352103648032062,0.511164162075147,0.3,16,4.72,703.28,1800.53,-3912.0,-1630.55,117.14,0.33,0.6,0.25,0.15,-3624.8800000000006,-2.748203184230478,0.24791508718726307,0.45109931766489764,0.1880212282031842,0.11296436694465502,0.352103648032062,0.511164162075147,0.8632678101072091,0.18,0.075,0.708,1384.95,55771.93650000001,5.489420731707317,-6.563758389261745,-6.548393574297188,0.7809333333333334,1,1,2
Chicken Dishes,26571,Lucky Chicken Dishes Eatery,QSR,CBD,0.99,31.03,1240,223,6919.69,610,254,153,18928.3,7881.62,4747.59,0.269377892632037,0.38240882458631,0.32,17,5.02,768.06,2409.53,534.03,222.37,885.11,0.22,0.6,0.25,0.15,4051.0400000000004,3.2669677419354843,0.17983870967741936,0.49193548387096775,0.20483870967741938,0.12338709677419356,0.269377892632037,0.38240882458631,0.6517867172183469,0.192,0.08,0.7529999999999999,1227.6,38092.428,10.756830357142858,0.874026186579378,0.8720392156862745,5.747467532467533,1,3,0
Chicken Dishes,25481,Top Chicken Dishes Cafe,QSR,North Shore,1.03,33.85,711,137,4637.45,344,144,86,11644.4,4874.4,2911.1,0.226030572131276,0.377481628861278,0.3,8,2.36,202.96,1838.69,1123.54,470.32,951.26,0.24,0.6,0.25,0.15,4383.81,6.165696202531646,0.19268635724331928,0.4838255977496484,0.20253164556962025,0.1209563994374121,0.226030572131276,0.377481628861278,0.603512200992554,0.18,0.075,0.354,732.33,24789.3705,13.323840579710145,3.25663768115942,3.2435862068965515,10.934022988505747,1,3,1
Chicken Dishes,26209,King Chicken Dishes Kitchen,Full-service,CBD,0.99,39.44,883,282,11122.08,361,150,90,14237.84,5916.0,3549.6,0.390112645179033,0.508231322001666,0.29,13,3.84,345.6,1130.63,-2681.61,-1114.24,15.24,0.47,0.6,0.25,0.15,-2649.9800000000005,-3.0011098527746323,0.3193657984144961,0.40883352208380525,0.16987542468856173,0.10192525481313704,0.390112645179033,0.508231322001666,0.898343967180699,0.174,0.0725,0.576,874.17,34477.2648,3.995159010600707,-7.4077624309392265,-7.379072847682119,0.16747252747252747,1,1,0
Chicken Dishes,26130,Top Chicken Dishes Bistro,Cafe,South Auckland,1.05,37.21,1126,349,12986.29,466,194,117,17339.86,7218.74,4353.57,0.229364178944379,0.437281638849527,0.31,17,5.02,587.34,4329.03,404.96,168.59,863.94,0.45,0.6,0.25,0.15,5766.52,5.121243339253997,0.3099467140319716,0.413854351687389,0.17229129662522202,0.1039076376554174,0.229364178944379,0.437281638849527,0.666645817793906,0.186,0.0775,0.7529999999999999,1182.3,43993.383,12.368657142857142,0.8671520342612419,0.8645641025641025,7.321525423728814,1,0,2
Chicken Dishes,25726,Lucky Chicken Dishes Cafe,Full-service,North Shore,1.03,36.99,1237,320,11836.8,550,229,138,20344.5,8470.71,5104.62,0.391483740136027,0.501660358789377,0.31,6,1.77,244.26,1264.83,-4132.87,-1720.77,301.2,0.35,0.6,0.25,0.15,-4287.61,-3.4661358124494743,0.2586903799514956,0.444624090541633,0.185125303152789,0.11156022635408246,0.391483740136027,0.501660358789377,0.893144098925404,0.186,0.0775,0.2655,1274.1100000000001,47129.3289,3.9402803738317753,-7.500671506352087,-7.481608695652174,2.1669064748201436,1,1,1
Chinese,25891,Lotus Cafe,Cafe,West Auckland,1.04,36.32,1084,141,5121.12,471,236,236,17106.72,8571.52,8571.52,0.274584447238594,0.354812013567425,0.27,8,2.36,556.96,1897.91,1721.0,862.33,2619.68,0.15,0.5,0.25,0.25,7100.92,6.550664206642066,0.13007380073800737,0.4345018450184502,0.2177121771217712,0.2177121771217712,0.274584447238594,0.354812013567425,0.629396460806019,0.135,0.0675,0.59,1127.3600000000001,40945.715200000006,13.36556338028169,3.6461864406779663,3.638523206751055,11.05350210970464,2,0,3
Chinese,25301,Red Cafe,Full-service,North Shore,1.03,34.49,1068,240,8277.6,414,207,207,14278.86,7139.43,7139.43,0.365031025419012,0.484951268648729,0.28,9,2.66,550.62,1241.79,-1856.0,-928.0,520.42,0.29,0.5,0.25,0.25,-1021.7900000000001,-0.9567322097378278,0.22471910112359553,0.38764044943820225,0.19382022471910113,0.19382022471910113,0.365031025419012,0.484951268648729,0.8499822940677411,0.14,0.07,0.665,1100.04,37940.3796,5.152655601659751,-4.472289156626506,-4.461538461538462,2.5020192307692306,2,1,1
Chinese,26352,Golden Tavern,QSR,West Auckland,1.04,31.28,1474,214,6693.92,630,315,315,19706.4,9853.2,9853.2,0.250756796356291,0.419234266947024,0.28,8,2.36,743.4,2209.05,985.5,492.75,2508.24,0.17,0.5,0.25,0.25,6195.54,4.2032157394843965,0.1451831750339213,0.42740841248303935,0.21370420624151967,0.21370420624151967,0.250756796356291,0.419234266947024,0.669991063303315,0.14,0.07,0.59,1532.96,47950.98880000001,10.274651162790699,1.5618066561014263,1.5593354430379747,7.937468354430379,2,3,3
Chinese,26528,Red House,Cafe,West Auckland,1.04,41.4,1455,211,8735.4,622,311,311,25750.8,12875.4,12875.4,0.246883442923427,0.396020104503259,0.32,11,3.25,1010.75,3119.38,955.26,477.63,3587.01,0.17,0.5,0.25,0.25,8139.280000000001,5.594006872852234,0.14501718213058418,0.4274914089347079,0.21374570446735394,0.21374570446735394,0.246883442923427,0.396020104503259,0.642903547426686,0.16,0.08,0.8125,1513.2,62646.48,14.714056603773585,1.533322632423756,1.5308653846153846,11.496826923076924,2,0,3
Chinese,26348,Golden Corner,Full-service,CBD,0.99,31.1,936,257,7992.7,339,170,170,10542.9,5287.0,5287.0,0.35566976229893,0.523437610222027,0.32,6,1.77,300.9,966.26,-2099.17,-1052.68,338.26,0.38,0.5,0.25,0.25,-1847.3300000000002,-1.9736431623931625,0.2745726495726496,0.36217948717948717,0.18162393162393164,0.18162393162393164,0.35566976229893,0.523437610222027,0.8791073725209569,0.16,0.08,0.4425,926.64,28818.503999999997,3.745193798449612,-6.174029411764706,-6.156023391812866,1.9781286549707602,2,1,0
Chinese,25417,Sakura Diner,Ghost Kitchen,South Auckland,1.05,36.67,850,62,2273.54,394,197,197,14447.98,7223.99,7223.99,0.260499544837512,0.25565929756267,0.31,10,2.95,581.15,1100.03,2511.65,1255.83,2914.11,0.08,0.5,0.25,0.25,7781.620000000001,9.154847058823531,0.07294117647058823,0.46352941176470586,0.23176470588235293,0.23176470588235293,0.260499544837512,0.25565929756267,0.516158842400182,0.155,0.0775,0.7375,892.5,32727.975000000002,17.46079365079365,6.358607594936709,6.342575757575757,14.717727272727274,2,2,2
Chinese,25149,Dragon Bistro,QSR,North Shore,1.03,44.95,1199,183,8225.85,508,254,254,22834.6,11417.3,11417.3,0.238834160473198,0.372866330621764,0.31,16,4.72,1198.88,3194.09,1787.94,893.97,3234.45,0.18,0.5,0.25,0.25,9110.45,7.598373644703921,0.15262718932443703,0.42368640533778146,0.21184320266889073,0.21184320266889073,0.238834160473198,0.372866330621764,0.6117004910949619,0.155,0.0775,1.18,1234.97,55511.90150000001,17.359184782608697,3.5126522593320235,3.505764705882353,12.684117647058823,2,3,1
Chinese,25770,Red Cafe,Full-service,West Auckland,1.04,34.29,1784,500,17145.0,642,321,321,22014.18,11007.09,11007.09,0.366976936731953,0.461949086771347,0.29,13,3.84,1232.64,2933.06,-2618.06,-1309.03,650.39,0.39,0.5,0.25,0.25,-343.64,-0.19262331838565022,0.2802690582959641,0.3598654708520179,0.17993273542600896,0.17993273542600896,0.366976936731953,0.461949086771347,0.8289260235033,0.145,0.0725,0.96,1855.3600000000001,63620.294400000006,5.85441117764471,-4.07163297045101,-4.065310559006211,2.0198447204968946,2,1,3
Chinese,25488,Dragon House,Full-service,CBD,0.99,38.44,586,158,6073.52,214,107,107,8226.16,4113.08,4113.08,0.373289461212698,0.532252552453429,0.31,3,0.89,95.23,573.69,-1773.08,-886.54,293.28,0.37,0.5,0.25,0.25,-1792.6499999999999,-3.0591296928327645,0.26962457337883955,0.36518771331058014,0.18259385665529007,0.18259385665529007,0.373289461212698,0.532252552453429,0.905542013666127,0.155,0.0775,0.2225,580.14,22300.581600000005,3.60811320754717,-8.246883720930231,-8.208703703703703,2.7155555555555555,2,1,0
Chinese,25907,Lotus Eatery,Full-service,North Shore,1.03,45.17,1209,369,16667.73,420,210,210,18971.4,9485.7,9485.7,0.368693778640591,0.496579301008023,0.31,16,4.72,991.2,2245.59,-3325.18,-1662.59,286.78,0.44,0.5,0.25,0.25,-2455.3999999999996,-2.030934656741108,0.3052109181141439,0.3473945409429281,0.17369727047146405,0.17369727047146405,0.368693778640591,0.496579301008023,0.865273079648614,0.155,0.0775,1.18,1245.27,56248.8459,6.069162162162162,-7.898289786223278,-7.8795734597156395,1.3591469194312795,2,1,1
Chinese,26150,Red Cafe,QSR,South Auckland,1.05,45.05,1474,214,9640.7,630,315,315,28381.5,14190.75,14190.75,0.256000085063279,0.385093395994045,0.31,7,2.07,652.05,3460.11,1388.04,694.02,4441.1,0.17,0.5,0.25,0.25,9983.27,6.772910447761194,0.1451831750339213,0.42740841248303935,0.21370420624151967,0.21370420624151967,0.256000085063279,0.385093395994045,0.641093481057324,0.155,0.0775,0.5175,1547.7,69723.885,16.09353488372093,2.1997464342313786,2.19626582278481,14.054113924050634,2,3,2
Chinese,25097,Sakura Corner,Full-service,South Auckland,1.05,33.03,1807,543,17935.29,632,316,316,20874.96,10437.48,10437.48,0.379762011836283,0.530885064089671,0.3,4,1.18,372.88,1602.57,-4397.25,-2198.62,559.74,0.43,0.5,0.25,0.25,-4433.56,-2.4535473159933594,0.3004980630879912,0.34975096845600445,0.17487548422800223,0.17487548422800223,0.379762011836283,0.530885064089671,0.910647075925954,0.15,0.075,0.295,1897.3500000000001,62669.470499999996,2.9459007352941176,-6.946682464454977,-6.935709779179811,1.7657413249211358,2,1,2
Chinese,25637,Sakura Kitchen,Ghost Kitchen,South Auckland,1.05,38.02,1259,71,2699.42,594,297,297,22583.88,11291.94,11291.94,0.281819669611286,0.258577361528296,0.28,12,3.54,1051.38,1240.66,4056.13,2028.07,4138.43,0.06,0.5,0.25,0.25,11463.29,9.105075456711676,0.05639396346306592,0.471803018268467,0.2359015091342335,0.2359015091342335,0.281819669611286,0.258577361528296,0.540397031139582,0.14,0.07,0.885,1321.95,50260.53900000001,17.23138888888889,6.817025210084034,6.8056040268456375,13.887348993288592,2,2,2
Chinese,25662,Golden Corner,Full-service,South Auckland,1.05,41.59,1675,396,16469.64,639,320,320,26576.01,13308.8,13308.8,0.361879253701773,0.480557127622887,0.31,11,3.25,1040.0,2595.02,-4051.15,-2028.75,1056.98,0.31,0.5,0.25,0.25,-2427.9,-1.4494925373134329,0.2364179104477612,0.3814925373134328,0.191044776119403,0.191044776119403,0.361879253701773,0.480557127622887,0.84243638132466,0.155,0.0775,0.8125,1758.75,73146.4125,6.536574307304786,-6.329921875,-6.320093457943925,3.292772585669782,2,1,2
Chinese,25010,Lotus Bistro,Cafe,CBD,0.99,30.23,1591,307,9280.61,642,321,321,19407.66,9703.83,9703.83,0.257294937353581,0.371753470180556,0.31,17,5.02,1611.42,3442.66,1182.93,591.46,1988.23,0.24,0.5,0.25,0.25,7205.280000000001,4.5287743557511,0.19296040226272784,0.4035197988686361,0.20175989943431805,0.20175989943431805,0.257294937353581,0.371753470180556,0.6290484075341369,0.155,0.0775,1.255,1575.09,47614.9707,11.177467532467531,1.8397045101088647,1.836832298136646,6.174627329192546,2,0,0
Chinese,25698,Golden Corner,QSR,West Auckland,1.04,43.01,1251,199,8558.99,526,263,263,22623.26,11311.63,11311.63,0.237678518630564,0.418252494675107,0.31,12,3.54,931.02,2944.88,770.75,385.38,2960.96,0.19,0.5,0.25,0.25,7061.97,5.64505995203837,0.15907274180655476,0.42046362909672264,0.21023181454836132,0.21023181454836132,0.237678518630564,0.418252494675107,0.655931013305671,0.155,0.0775,0.885,1301.04,55957.73039999999,14.724400000000001,1.4625237191650853,1.4597727272727272,11.215757575757577,2,3,3
Chinese,25496,Dragon Cafe,Ghost Kitchen,South Auckland,1.05,40.74,1493,57,2322.18,718,359,359,29251.32,14625.66,14625.66,0.258602636668365,0.259722995967604,0.28,7,2.07,743.13,1118.53,5899.24,2949.62,6301.68,0.04,0.5,0.25,0.25,16269.07,10.89689886135298,0.03817816476892163,0.4809109176155391,0.24045545880776956,0.24045545880776956,0.258602636668365,0.259722995967604,0.5183256326359691,0.14,0.07,0.5175,1567.65,63866.06100000001,19.285,8.204784422809457,8.193388888888888,17.50466666666667,2,2,2
Chinese,26547,Sakura Kitchen,QSR,South Auckland,1.05,32.83,588,93,3053.19,247,124,124,8109.01,4070.92,4070.92,0.27995999859646,0.387278385646641,0.3,4,1.18,146.32,1015.98,265.66,133.37,1208.33,0.19,0.5,0.25,0.25,2623.34,4.461462585034014,0.15816326530612246,0.4200680272108843,0.21088435374149658,0.21088435374149658,0.27995999859646,0.387278385646641,0.667238384243101,0.15,0.075,0.295,617.4,20269.242000000002,10.808297872340425,1.071209677419355,1.0669600000000001,9.66664,2,3,2
Chinese,25741,Golden Kitchen,Ghost Kitchen,West Auckland,1.04,39.1,1263,71,2776.1,596,298,298,23303.6,11651.8,11651.8,0.256131520692725,0.265237062855158,0.27,13,3.84,1144.32,1328.73,4861.86,2430.93,4432.6,0.06,0.5,0.25,0.25,13054.12,10.335803642121933,0.056215360253365,0.4718923198733174,0.2359461599366587,0.2359461599366587,0.256131520692725,0.265237062855158,0.521368583547883,0.135,0.0675,0.96,1313.52,51358.632000000005,18.454583333333332,8.143819095477387,8.13020066889632,14.8247491638796,2,2,3
Chinese,25284,Lotus Corner,QSR,South Auckland,1.05,44.83,1205,157,7038.31,524,262,262,23490.92,11745.46,11745.46,0.215055879279971,0.411211355123669,0.3,15,4.43,1160.66,2630.45,1732.05,866.03,3229.0,0.15,0.5,0.25,0.25,8457.529999999999,7.018697095435684,0.13029045643153528,0.4348547717842323,0.21742738589211616,0.21742738589211616,0.215055879279971,0.411211355123669,0.62626723440364,0.15,0.075,1.1075,1265.25,56721.1575,16.648417721518985,3.299142857142857,3.2928897338403043,12.277566539923955,2,3,2
Chinese,26589,Lotus Cafe,Cafe,West Auckland,1.04,45.91,1730,238,10926.58,746,373,373,34248.86,17124.43,17124.43,0.27576122097671,0.44832505309023,0.33,10,2.95,1100.35,3014.79,-1852.39,-926.2,3624.52,0.16,0.5,0.25,0.25,3860.72,2.2316300578034682,0.1375722543352601,0.43121387283236995,0.21560693641618497,0.21560693641618497,0.27576122097671,0.44832505309023,0.72408627406694,0.165,0.0825,0.7375,1799.2,82601.27200000001,12.61418410041841,-2.479772423025435,-2.476470588235294,9.691229946524064,2,0,3
Chinese,26590,Golden House,Cafe,North Shore,1.03,46.24,594,82,3791.68,256,128,128,11837.44,5918.72,5918.72,0.233806893564761,0.354515470890328,0.28,16,4.72,604.16,1560.95,1558.73,779.36,1832.44,0.16,0.5,0.25,0.25,5731.4800000000005,9.64895622895623,0.13804713804713803,0.43097643097643096,0.21548821548821548,0.21548821548821548,0.233806893564761,0.354515470890328,0.588322364455089,0.14,0.07,1.18,611.82,28290.556800000002,18.8066265060241,6.065097276264591,6.041550387596899,14.204961240310078,2,0,1
Chinese,25971,Sakura Corner,Full-service,North Shore,1.03,42.46,1573,449,19064.54,562,281,281,23862.52,11931.26,11931.26,0.370759552379604,0.479933631652966,0.31,18,5.31,1492.11,2846.47,-3834.54,-1917.27,289.31,0.4,0.5,0.25,0.25,-2616.03,-1.6630832803560078,0.28544183089637637,0.35727908455181184,0.17863954227590592,0.17863954227590592,0.370759552379604,0.479933631652966,0.85069318403257,0.155,0.0775,1.3275,1620.19,68793.2674,6.325488888888889,-6.810905861456483,-6.798829787234043,1.0259219858156028,2,1,1
Chinese,26688,Dragon Diner,Cafe,South Auckland,1.05,31.55,1315,295,9307.25,510,255,255,16090.5,8045.25,8045.25,0.211062989011407,0.356571935652755,0.31,5,1.48,377.4,4024.13,1968.92,984.46,3101.09,0.29,0.5,0.25,0.25,10078.6,7.664334600760457,0.22433460076045628,0.38783269961977185,0.19391634980988592,0.19391634980988592,0.211062989011407,0.356571935652755,0.567634924664162,0.155,0.0775,0.37,1380.75,43562.6625,13.595033783783784,3.8530724070450098,3.845546875,12.1136328125,2,0,2
Chinese,26256,Lotus Eatery,Full-service,South Auckland,1.05,32.39,1989,422,13668.58,783,392,392,25361.37,12696.88,12696.88,0.381001684686635,0.529079919587821,0.33,13,3.84,1505.28,1229.06,-6088.8,-3048.29,-363.6,0.27,0.5,0.25,0.25,-8271.63,-4.15868778280543,0.212166918049271,0.39366515837104077,0.19708396178984416,0.19708396178984416,0.381001684686635,0.529079919587821,0.910081604274456,0.165,0.0825,0.96,2088.4500000000003,67644.8955,2.905579196217494,-7.766326530612245,-7.756463104325699,-0.9251908396946565,2,1,2
Chinese,25623,Red Diner,Full-service,South Auckland,1.05,33.61,2022,546,18351.06,738,369,369,24804.18,12402.09,12402.09,0.360080362763256,0.475989112141542,0.28,3,0.89,328.41,3008.3,-2879.01,-1439.5,1704.67,0.37,0.5,0.25,0.25,394.46000000000004,0.19508407517309595,0.2700296735905045,0.3649851632047478,0.1824925816023739,0.1824925816023739,0.360080362763256,0.475989112141542,0.836069474904798,0.14,0.07,0.2225,2123.1,71357.391,5.499634369287021,-3.895818673883627,-3.8905405405405404,4.607216216216217,2,1,2
Chinese,25869,Red Corner,Cafe,CBD,0.99,40.52,629,100,4052.0,265,132,132,10737.8,5348.64,5348.64,0.237807046491653,0.386706903576851,0.29,6,1.77,233.64,1521.47,917.93,457.23,1774.7,0.19,0.5,0.25,0.25,4671.33,7.426597774244833,0.1589825119236884,0.42130365659777425,0.2098569157392687,0.2098569157392687,0.237807046491653,0.386706903576851,0.624513950068504,0.145,0.0725,0.4425,622.71,25232.209199999998,15.064059405940593,3.450864661654135,3.4378195488721808,13.343609022556391,2,0,0
Chinese,25290,Dragon House,Full-service,North Shore,1.03,32.16,1806,458,14729.28,674,337,337,21675.84,10837.92,10837.92,0.356901510525495,0.542302481713705,0.31,10,2.95,994.15,1484.65,-4534.67,-2267.34,98.27,0.34,0.5,0.25,0.25,-5219.09,-2.8898615725359913,0.25359911406423036,0.37320044296788485,0.18660022148394242,0.18660022148394242,0.356901510525495,0.542302481713705,0.8992039922392,0.155,0.0775,0.7375,1860.18,59823.3888,3.2345315904139436,-6.71802962962963,-6.70810650887574,0.2907396449704142,2,1,1
Chinese,25050,Golden Kitchen,Full-service,South Auckland,1.05,39.81,1551,358,14251.98,597,298,298,23766.57,11863.38,11863.38,0.350292355078272,0.522167931729928,0.27,9,2.66,792.68,1817.69,-3385.79,-1690.06,720.37,0.3,0.5,0.25,0.25,-2537.79,-1.636228239845261,0.2308188265635074,0.3849129593810445,0.19213410702772404,0.19213410702772404,0.350292355078272,0.522167931729928,0.8724602868082001,0.135,0.0675,0.665,1628.5500000000002,64832.5755,5.063203342618385,-5.66185618729097,-5.6523745819397995,2.409264214046823,2,1,2
Chinese,25859,Red Grill,QSR,South Auckland,1.05,33.58,556,72,2417.76,242,121,121,8126.36,4063.18,4063.18,0.266177356019616,0.439760041795671,0.29,14,4.13,499.73,710.97,33.01,16.51,695.1,0.15,0.5,0.25,0.25,1455.5900000000001,2.617967625899281,0.12949640287769787,0.4352517985611511,0.21762589928057555,0.21762589928057555,0.266177356019616,0.439760041795671,0.705937397815287,0.145,0.0725,1.0325,583.8000000000001,19604.004,9.73931506849315,0.13584362139917694,0.13532786885245904,5.697540983606557,2,3,2
